a1	3359	0	0	4613
a2	4778	0	0	3194
a3	5924	0	0	2048
a50	7862	0	0	110
a100	7900	0	0	72


p1	1826	1579	1533	3034
p2	2581	1148	2197	2046
p3	3512	812	2412	1236
p50	5574	63	2288	47
p100	6123	50	1777	22
