a1	2667	0	0	5305
p1	1410	1640	1257	3665
a2	4128	0	0	3844
p2	2135	1247	1993	2597
a3	5397	0	0	2575
p3	2848	885	2549	1690
a50	7864	0	0	108
p50	5748	67	2116	41
a100	7901	0	0	71
p100	6054	47	1847	24
