a1	1423	0	0	1944
a10	3193	0	0	174
a100	3333	0	0	34
a1000	3357	0	0	10


p1	639	628	784	1316
p10	2123	94	1070	80
p100	2852	23	481	11
p1000	2829	8	528	2
