1-actual	1423	0	0	1944
1-predicted	639	628	784	1316
10-actual	3193	0	0	174
10-predicted	2123	94	1070	80
50-actual	3324	0	0	43
50-predicted	2672	27	652	16
100-actual	3333	0	0	34
100-predicted	2852	23	481	11
1000-actual	3357	0	0	10
1000-predicted	2829	8	528	2
